DATA,REPL,NRET,MTHD,BIPA,BIPB,BRLN,BRLN_MAP_GT,BRLN_MLE_GT,BRLN_MLE_RI,Q1,Q2,Q3,EN,PP
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonZ","TaxonW,TaxonX,TaxonY",1.520250,2.070414,2.073506,1.520250,0.916171,0.042739,0.041090,3527.727273,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonY,TaxonZ","TaxonW,TaxonX",1.960778,2.698535,2.703442,1.960778,0.955350,0.024584,0.020065,4348.826087,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT",0.685735,0.858234,0.859230,0.685735,0.717675,0.143767,0.138559,2552.166667,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",3.922628,5.261352,5.294422,3.922628,0.996654,0.001573,0.001774,8857.097222,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonO,TaxonP",0.825673,1.058351,1.059649,0.825673,0.768948,0.120537,0.110515,2562.590909,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.638909,0.792220,0.793154,0.638909,0.698390,0.148244,0.153367,2475.500000,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR,TaxonS,TaxonT",2.052518,2.827015,2.832269,2.052518,0.960747,0.020021,0.019232,4645.111111,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR",1.443780,1.959723,1.962462,1.443780,0.906325,0.041108,0.052567,3526.227273,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",2.865731,3.925976,3.938230,2.865731,0.987012,0.007501,0.005487,6162.818182,1.000000
26taxa,19,100000,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonE,TaxonF",0.286518,0.322724,0.323228,0.286518,0.517461,0.232016,0.250523,2126.200000,1.000000
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonS,TaxonT",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonS,TaxonT",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonN,TaxonO,TaxonP",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonO,TaxonP",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonE,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonD,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonC,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonB,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.693147,inf,inf,1.000000,0.000000,0.000000,2.000000,0.866667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV",inf,0.980829,inf,inf,1.000000,0.000000,0.000000,3.000000,0.952381
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV","TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonX","TaxonW,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,10,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonX,TaxonZ","TaxonW,TaxonY",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,50,astral-bp,"TaxonA,TaxonD","TaxonB,TaxonC,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",nan,0.000000,nan,nan,nan,nan,nan,0.000000,0.333333
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonD","TaxonC,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.217065,inf,inf,1.000000,0.000000,0.000000,0.863636,0.627832
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD","TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.299174,0.016529,0.338975,0.299174,0.525000,0.475000,0.000000,1.904762,0.438450
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonF","TaxonE,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.953414,0.205444,1.245216,0.953414,0.808081,0.000000,0.191919,1.302632,0.614425
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonF,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonE,TaxonG",0.542526,0.000000,0.659246,0.542526,0.655172,0.344828,0.000000,0.305263,0.382932
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG","TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",1.697353,0.158652,2.328902,1.697353,0.935065,0.064935,0.000000,0.855556,0.593421
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH","TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",1.494996,0.125163,2.036882,1.494996,0.913043,0.086957,0.000000,0.821429,0.573767
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ,TaxonK,TaxonL",0.462011,0.074108,0.550046,0.462011,0.615385,0.076923,0.307692,1.625000,0.515614
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ",inf,0.737599,inf,inf,1.000000,0.000000,0.000000,2.136364,0.883598
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonK,TaxonL",0.748807,0.163629,0.949081,0.748807,0.741935,0.258065,0.000000,1.409091,0.583116
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL","TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.132489,inf,inf,1.000000,0.000000,0.000000,0.712500,0.581700
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonR,TaxonS,TaxonT",inf,1.045368,inf,inf,1.000000,0.000000,0.000000,3.266667,0.964149
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonQ,TaxonS,TaxonT",0.100488,0.000000,0.105361,0.100488,0.400000,0.200000,0.400000,2.500000,0.378157
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonS,TaxonT",3.324182,1.510231,4.536177,3.324182,0.992857,0.000000,0.007143,6.086957,0.998084
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonM,TaxonN,TaxonO,TaxonP,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.257628,-0.000000,0.287682,0.257628,0.500000,0.000000,0.500000,2.000000,0.416667
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN,TaxonO,TaxonP",inf,1.252763,inf,inf,1.000000,0.000000,0.000000,4.250000,0.987609
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonM,TaxonN",0.567143,0.287682,0.693147,0.567143,0.666667,0.333333,0.000000,3.000000,0.666667
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonO,TaxonP",inf,0.510826,inf,inf,1.000000,0.000000,0.000000,1.500000,0.784813
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT","TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,2.100061,inf,inf,1.000000,0.000000,0.000000,11.250000,0.999994
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonU,TaxonV",inf,1.673976,inf,inf,1.000000,0.000000,0.000000,7.000000,0.999391
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV","TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.693147,inf,inf,1.000000,0.000000,0.000000,2.000000,0.866667
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonZ","TaxonW,TaxonX,TaxonY",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,50,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonY,TaxonZ","TaxonW,TaxonX",inf,0.287682,inf,inf,1.000000,0.000000,0.000000,1.000000,0.666667
26taxa,19,100,astral-bp,"TaxonA,TaxonB","TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",inf,0.617924,inf,inf,1.000000,0.000000,0.000000,1.782609,0.835146
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonD","TaxonC,TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.897074,0.127339,1.163151,0.897074,0.791667,0.000000,0.208333,1.090909,0.566418
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD","TaxonE,TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.377621,0.180914,0.438821,0.377621,0.570136,0.420814,0.009050,3.507937,0.557693
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE","TaxonF,TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.179815,0.042233,0.194940,0.179815,0.451411,0.376176,0.172414,3.987500,0.453682
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF","TaxonG,TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.477139,0.142316,0.570352,0.477139,0.623116,0.000000,0.376884,2.094737,0.547716
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG","TaxonH,TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.376696,0.007547,0.437622,0.376696,0.569620,0.075949,0.354430,1.462963,0.467687
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH","TaxonI,TaxonJ,TaxonK,TaxonL,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ",0.794269,0.461635,1.014352,0.794269,0.758242,0.241758,0.000000,3.250000,0.797915
26taxa,19,100,astral-bp,"TaxonA,TaxonB,TaxonC,TaxonD,TaxonE,TaxonF,TaxonG,TaxonH,TaxonM,TaxonN,TaxonO,TaxonP,TaxonQ,TaxonR,TaxonS,TaxonT,TaxonU,TaxonV,TaxonW,TaxonX,TaxonY,TaxonZ","TaxonI,TaxonJ,TaxonK,TaxonL",0.613591,0.207639,0.757686,0.613591,0.687500,0.062500,0.250000,2.000000,0.613668
