MODL,NRET,MTHD,THRC,AVG_FNR,AVG_FPR,STD_FNR,STD_FPR,SE_FNR,SE_FPR,NREP
Palaeognathae,100000,parsimony-strict,0.0,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628915e-18,2.7755575615628915e-18,25
Palaeognathae,100000,camin-sokal-strict,0.0,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628915e-18,2.7755575615628915e-18,25
Palaeognathae,100000,dollo-strict,0.0,0.012000000000000002,0.012000000000000002,0.03249615361854385,0.03249615361854385,0.00649923072370877,0.00649923072370877,25
Palaeognathae,100000,astrid-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,100000,astral-bp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,100000,mdc-bp,0.0,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628915e-18,2.7755575615628915e-18,25
Palaeognathae,100000,mdc-bp-ur,0.0,0.10000000000000002,0.10000000000000002,1.3877787807814457e-17,1.3877787807814457e-17,2.7755575615628915e-18,2.7755575615628915e-18,25
26taxa,10,astral-bp,0.4,0.7426086399999999,0.04,0.05349070701486755,0.03234985033535704,0.01069814140297351,0.006469970067071408,25
26taxa,10,astral-bp,0.5,0.7443478,0.04,0.054053197629742505,0.03234985033535704,0.0108106395259485,0.006469970067071408,25
26taxa,10,astral-bp,0.6,0.7443478,0.04,0.054053197629742505,0.03234985033535704,0.0108106395259485,0.006469970067071408,25
26taxa,10,astral-bp,0.7,0.91304328,0.0,0.03253633013911682,0.0,0.006507266027823364,0.0,25
26taxa,10,astral-bp,0.8,0.91304328,0.0,0.03253633013911682,0.0,0.006507266027823364,0.0,25
26taxa,10,astral-bp,0.9,0.96695668,0.0,0.0222716996759924,0.0,0.00445433993519848,0.0,25
26taxa,50,astral-bp,0.4,0.37391308,0.16521748000000003,0.08157248730052064,0.10215080752656633,0.016314497460104126,0.020430161505313266,25
26taxa,50,astral-bp,0.5,0.40173916,0.08869571999999999,0.0750854000698831,0.056994743816966134,0.015017080013976619,0.011398948763393226,25
26taxa,50,astral-bp,0.6,0.4452174,0.04695664000000001,0.07996218085320085,0.0406378325050734,0.01599243617064017,0.00812756650101468,25
26taxa,50,astral-bp,0.7,0.6121738800000001,0.0034782399999999996,0.06138913596415575,0.011795285720252815,0.01227782719283115,0.002359057144050563,25
26taxa,50,astral-bp,0.8,0.63999992,0.0034782399999999996,0.055706514394580485,0.011795285720252815,0.011141302878916097,0.002359057144050563,25
26taxa,50,astral-bp,0.9,0.72347812,0.0,0.04743719172996649,0.0,0.009487438345993297,0.0,25
26taxa,100,astral-bp,0.4,0.26260884,0.17739136,0.0782415470642957,0.06726629015064232,0.015648309412859142,0.013453258030128465,25
26taxa,100,astral-bp,0.5,0.29739136,0.09739136,0.0784345928084694,0.04807063693597579,0.01568691856169388,0.009614127387195158,25
26taxa,100,astral-bp,0.6,0.3356521600000001,0.050434799999999995,0.06904142014279835,0.04202813604432155,0.013808284028559669,0.00840562720886431,25
26taxa,100,astral-bp,0.7,0.42782607999999994,0.013912959999999999,0.06585773331594097,0.020281450118726715,0.013171546663188195,0.004056290023745343,25
26taxa,100,astral-bp,0.8,0.48000004,0.00521736,0.055652155000488535,0.014128677670270493,0.011130431000097706,0.0028257355340540985,25
26taxa,100,astral-bp,0.9,0.56521724,0.0,0.054996151094621165,0.0,0.010999230218924233,0.0,25
26taxa,500,astral-bp,0.4,0.08521735999999999,0.07999999999999999,0.06676992891467234,0.05984230821617762,0.01335398578293447,0.011968461643235524,25
26taxa,500,astral-bp,0.5,0.11304355999999999,0.05913048,0.06956521500064813,0.053434140358478675,0.013913043000129627,0.010686828071695735,25
26taxa,500,astral-bp,0.6,0.13391312,0.03130436,0.07055803438550141,0.03372311803007545,0.014111606877100284,0.0067446236060150905,25
26taxa,500,astral-bp,0.7,0.16695663999999996,0.01043472,0.07136784646709188,0.018568720329672696,0.014273569293418376,0.0037137440659345392,25
26taxa,500,astral-bp,0.8,0.21565228,0.0086956,0.06562770916527257,0.017391199999999996,0.013125541833054514,0.003478239999999999,25
26taxa,500,astral-bp,0.9,0.25913056,0.0,0.06328143383715637,0.0,0.012656286767431274,0.0,25
26taxa,1000,astral-bp,0.4,0.03826084,0.031304359999999996,0.03950554690134539,0.037943458004646866,0.007901109380269078,0.007588691600929373,25
26taxa,1000,astral-bp,0.5,0.053912999999999996,0.01739124,0.04961864702306987,0.02459498404354839,0.009923729404613973,0.004918996808709678,25
26taxa,1000,astral-bp,0.6,0.06956528000000001,0.006956479999999999,0.0563544472768707,0.015939298085223198,0.01127088945537414,0.0031878596170446397,25
26taxa,1000,astral-bp,0.7,0.08869584,0.00521736,0.05427660680453781,0.014128677670270493,0.010855321360907562,0.0028257355340540985,25
26taxa,1000,astral-bp,0.8,0.11826104000000001,0.0034782399999999996,0.05292221983286794,0.011795285720252815,0.010584443966573587,0.002359057144050563,25
26taxa,1000,astral-bp,0.9,0.16347839999999997,0.0,0.04807047630219612,0.0,0.009614095260439225,0.0,25
26taxa,5000,astral-bp,0.4,0.00521736,0.0034782399999999996,0.014128677670270493,0.011795285720252815,0.0028257355340540985,0.002359057144050563,25
26taxa,5000,astral-bp,0.5,0.00521736,0.0017391199999999998,0.014128677670270493,0.008519913202938162,0.0028257355340540985,0.0017039826405876324,25
26taxa,5000,astral-bp,0.6,0.0086956,0.0,0.0173912,0.0,0.0034782399999999996,0.0,25
26taxa,5000,astral-bp,0.7,0.02086948,0.0,0.02496117369214837,0.0,0.004992234738429674,0.0,25
26taxa,5000,astral-bp,0.8,0.03478248,0.0,0.02459504061248121,0.0,0.004919008122496242,0.0,25
26taxa,5000,astral-bp,0.9,0.05043467999999999,0.0,0.020132132299823587,0.0,0.004026426459964717,0.0,25
26taxa,10000,astral-bp,0.4,0.0017391199999999998,0.0017391199999999998,0.008519913202938162,0.008519913202938162,0.0017039826405876324,0.0017039826405876324,25
26taxa,10000,astral-bp,0.5,0.0017391199999999998,0.0,0.008519913202938162,0.0,0.0017039826405876324,0.0,25
26taxa,10000,astral-bp,0.6,0.0017391199999999998,0.0,0.008519913202938162,0.0,0.0017039826405876324,0.0,25
26taxa,10000,astral-bp,0.7,0.00521736,0.0,0.014128677670270493,0.0,0.0028257355340540985,0.0,25
26taxa,10000,astral-bp,0.8,0.012173839999999998,0.0,0.01952157358345889,0.0,0.003904314716691778,0.0,25
26taxa,10000,astral-bp,0.9,0.02086944,0.0,0.021721601837949245,0.0,0.004344320367589849,0.0,25
26taxa,50000,astral-bp,0.4,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.7,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.8,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,50000,astral-bp,0.9,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.4,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.7,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.8,0.0,0.0,0.0,0.0,0.0,0.0,25
26taxa,100000,astral-bp,0.9,0.0,0.0,0.0,0.0,0.0,0.0,25
Palaeognathae,10,astral-bp,0.4,0.536,0.16400000000000003,0.1323026832683298,0.13230268326832983,0.02646053665366596,0.02646053665366597,25
Palaeognathae,10,astral-bp,0.5,0.572,0.10800000000000001,0.13422369388450012,0.08908422980528036,0.026844738776900023,0.017816845961056073,25
Palaeognathae,10,astral-bp,0.6,0.584,0.068,0.137637204272682,0.08352245207128439,0.0275274408545364,0.016704490414256878,25
Palaeognathae,10,astral-bp,0.7,0.752,0.004,0.07547184905645286,0.019595917942265426,0.015094369811290573,0.003919183588453085,25
Palaeognathae,10,astral-bp,0.8,0.76,0.004,0.06928203230275513,0.019595917942265426,0.013856406460551026,0.003919183588453085,25
Palaeognathae,10,astral-bp,0.9,0.86,0.0,0.07483314773547882,0.0,0.014966629547095763,0.0,25
Palaeognathae,50,astral-bp,0.4,0.29200000000000004,0.236,0.08908422980528036,0.07939773296511683,0.017816845961056073,0.015879546593023368,25
Palaeognathae,50,astral-bp,0.5,0.336,0.12,0.08428523002282191,0.08,0.016857046004564384,0.016,25
Palaeognathae,50,astral-bp,0.6,0.37200000000000005,0.064,0.07756287771866127,0.062481997407253236,0.015512575543732254,0.012496399481450647,25
Palaeognathae,50,astral-bp,0.7,0.40800000000000003,0.02,0.0627375485654325,0.04898979485566356,0.0125475097130865,0.009797958971132711,25
Palaeognathae,50,astral-bp,0.8,0.43199999999999994,0.012000000000000002,0.061449165982948854,0.03249615361854385,0.01228983319658977,0.00649923072370877,25
